"Sr No","Street Address","City","State","Postal Code","Country","GLM API ID","Network","AddressStatus","Correct GLM Stree Adress"
"","2712 HILLSBOROUGH ST","RALEIGH","NC","27607","","PL0000735017","Off-Net","Duplicate",""
"","4610 NORTH LAMB BOULEVARD","LAS VEGAS","NV","89115","","PL0001083597","On-Net","Duplicate",""
"","910 LENORA ST","SEATTLE","WA","98121","","PL0003541446","On-Net","Duplicate",""
"","1060 S WATSON RD","BUCKEYE","AZ","85326","","PL0001001376","On-Net","Duplicate",""
"","4701 KOVAL LANE","LAS VEGAS","NV","89109","","PL0000631922","On-Net","Duplicate",""
"","7421 SW BARBUR BLVD","PORTLAND","OR","97219","","PL0001309573","On-Net","Duplicate",""
"","14056 SOUTHWEST FWY","SUGAR LAND","TX","77478","","PL0003541778","Off-Net","Duplicate",""
"","12501 METRO PARKWAY","FORT MYERS","FL","33966","","PL0001082934","On-Net","Duplicate",""
"","6501 E 2ND ST","PRESCOTT VALLEY","AZ","86314","","PL0001083282","On-Net","Duplicate",""
"","908 SPRINGFIELD COMMONS DR","RALEIGH","NC","27609","","PL0003542381","Off-Net","Duplicate",""
"","3691 AIRPORT BLVD","MOBILE","AL","36608","","PL0001009609","Off-Net","Duplicate",""
"","7801 WINCHESTER RD","MEMPHIS","TN","38125","","PL0003542203","Off-Net","Duplicate",""
"","11425 S 72ND ST","PAPILLION","NE","68046","","PL0000544444","On-Net","Duplicate",""
"","5550 E WOODMEN ROAD","COLORADO SPRINGS","CO","80920","","PL0000466427","On-Net","Duplicate",""
"","4550 E BELL RD","PHOENIX","AZ","85032","","PL0060620075","On-Net","Duplicate",""
"","2001 S. 48TH STREET","GRAND FORKS","ND","58201","","PL0007901456","On-Net","Duplicate",""
"","332 PLANE STREET","GYPSUM","CO","81637","","PL0025229814","On-Net","Duplicate",""
"","13605 MIDWAY RD","FARMERS BRANCH","TX","75244","","PL0001133944","Off-Net","Duplicate",""
"","14113 TRINITY BLVD","FORT WORTH","TX","76155","","PL0000659774","Off-Net","Duplicate",""
"","2510 E HARMONY RD","FORT COLLINS","CO","80528","","PL0000465330","On-Net","Duplicate",""
"","5775 S EASTERN AVE","LAS VEGAS","NV","89119","","PL0000481588","On-Net","Duplicate",""
"","2424 WILCREST DRIVE","HOUSTON","TX","77042","","PL0000007912","On-Net","Duplicate",""
"","7601 PENN AVENUE SOUTH","RICHFIELD","MN","55423","","PL0000363709","On-Net","Duplicate",""
"","1260 WALNUT STREET","ROSEBURG","OR","97470","","PL0001083339","On-Net","Duplicate",""
"","200 VARICK ST","NEW YORK","NY","10014","","PL0000014185","On-Net","Duplicate",""
"","2611 COORS BLVD NW","ALBUQUERQUE","NM","87120","","PL0002181223","On-Net","Duplicate",""
"","13700 E COLFAX AVE","AURORA","CO","80011","","PL0000944613","On-Net","Duplicate",""
"","6001 SHADY OAK RD S","MINNETONKA","MN","55343","","PL0000607258","On-Net","Duplicate",""
"","2801 WEST TYVOLA ROAD","CHARLOTTE","NC","28217","","PL0000002737","On-Net","Duplicate",""
"","240 MARMOT LANE","EAGLE","CO","81631","","PL0013937109","On-Net","Duplicate",""
"","6001 DESTINATION PKWY","ORLANDO","FL","32819","","PL0000847869","On-Net","Duplicate",""
"","1501 RENAISSANCE BOULEVARD","ALBUQUERQUE","NM","87107","","PL0001082725","On-Net","Duplicate",""
"","7170 N DURANGO DR","LAS VEGAS","NV","89149","","PL0000648604","On-Net","Duplicate",""
"","300 WEST ESPLANADE AVE","KENNER","LA","70065","","PL0000723345","On-Net","Duplicate",""
"","3000 EL CAMINO REAL","PALO ALTO","CA","94306","","PL0000245829","On-Net","Duplicate",""
"","21740 S TAMIAMI TRL","ESTERO","FL","33928","","PL0001558716","On-Net","Duplicate",""
"","3000 PARADISE ROAD","LAS VEGAS","NV","89109","","PL0000047514","On-Net","Duplicate",""
"","601 N BROADWAY","DENVER","CO","80203","","PL0011398779","On-Net","Duplicate",""
"","3140 S WADSWORTH BLVD","LAKEWOOD","CO","80227","","PL0003541734","On-Net","Duplicate",""
"","8210 SOUTH HARDY DRIVE","TEMPE","AZ","85284","","PL0001083176","On-Net","Duplicate",""
"","200 UNIVERSITY ST","SALT LAKE CITY","UT","84102","","PL0003541682","On-Net","Duplicate",""
"","1324 E 71ST ST","TULSA","OK","74136","","PL0000224705","Off-Net","Duplicate",""
"","2288 S NELLIS BLVD","LAS VEGAS","NV","89104","","PL0000537278","On-Net","Duplicate",""
"","351 WEST 12800 SOUTH","DRAPER","UT","84020","","PL0012135912","On-Net","Duplicate",""
"","4350 W RUSSELL ROAD","LAS VEGAS","NV","89118","","PL0000491696","On-Net","Duplicate",""
"","5800 12TH AVENUE EAST","SHAKOPEE","MN","55379","","PL0001084058","On-Net","Duplicate",""
"","206 EAST COLLEGE","ROSWELL","NM","88201","","PL0001083223","On-Net","Duplicate",""
"","7800 AIR COMMERCE DRIVE SW","ROCHESTER","MN","55902","","PL0001083226","On-Net","Duplicate",""
"","600 N 36TH ST","SEATTLE","WA","98103","","PL0003541450","On-Net","Duplicate",""
"","6651 S SEMORAN BLVD","ORLANDO","FL","32822","","PL0002367492","Off-Net","Duplicate",""
"","7503 YOUREE DR","SHREVEPORT","LA","71105","","PL0001705541","Off-Net","Duplicate",""
"","1170 EAST VENTURE DRIVE","ST GEORGE","UT","84790","","PL0008287806","On-Net","Duplicate",""
"","2450 S 161ST STREET","SEATAC","WA","98158","","PL0001083296","On-Net","Duplicate",""
"","976 W DILLON RD","LOUISVILLE","CO","80027","","PL0003541743","On-Net","Duplicate",""
"","2350 SOUTHWEST 57TH AVENUE","OCALA","FL","34474","","PL0002461879","On-Net","Duplicate",""
"","2275 WALNUT STREET","ROSEVILLE","MN","55113","","PL0003539317","On-Net","Duplicate",""
"","3333 SOUTH COUNTRY CLUB ROAD","TUCSON","AZ","85713","","PL0000120952","On-Net","Duplicate",""
"","70 NORTH 1200 WEST","OREM","UT","84057","","PL0001083309","On-Net","Duplicate",""
"","1 GRAND CYPRESS BLVD","ORLANDO","FL","32836","","PL0000017289","On-Net","Duplicate",""
"","3406 15TH AVENUE EAST","HIBBING","MN","55746","","PL0001082966","On-Net","Duplicate",""
"","14330 S TAMIAMI TRL","FORT MYERS","FL","33912","","PL0003542258","On-Net","Duplicate",""
"","4065 W MESA VISTA AVE","LAS VEGAS","NV","89118","","PL0000559547","On-Net","Duplicate",""
"","9995 S EASTERN AVE","LAS VEGAS","NV","89183","","PL0001127661","On-Net","Duplicate",""
"","2630 S PARKER RD","AURORA","CO","80014","","PL0003541744","On-Net","Duplicate",""
"","7450 CLAYTON STREET","DENVER","CO","80229","","PL0034657679","On-Net","Duplicate",""
"","333 W HAMPDEN AVE","ENGLEWOOD","CO","80110","","PL0000840962","On-Net","Duplicate",""
"","750 INDUSTRIAL ROAD","SANTA TERESA","NM","88008","","PL0012138081","On-Net","Duplicate",""
"","416 34TH AVENUE SOUTH","WAITE PARK","MN","56387","","PL0003542005","On-Net","Duplicate",""
"","800 N. FREDERICK AVE.","GAITHERSBURG","MD","20879","","PL0000006776","On-Net","Duplicate",""
"","124 COMMERCE DR","LOVELAND","OH","45140","","PL0001083371","Off-Net","Duplicate",""
"","2982 GRAND AVE","COCONUT GROVE","FL","33133","","PL0000732005","Off-Net","Duplicate",""
"","3425 THOMASVILLE RD","TALLAHASSEE","FL","32309","","PL0000252616","On-Net","Duplicate",""
"","590 QUEEN ST","HONOLULU","HI","96813","","PL0001845617","Off-Net","Duplicate",""
"","4515 JOHN F KENNEDY PKWY","FORT COLLINS","CO","80525","","PL0001068889","On-Net","Duplicate",""
"","5500 220TH AVENUE SOUTHEAST","ISSAQUAH","WA","98029","","PL0001082837","On-Net","Duplicate",""
"","330 E MILL PLAIN BLVD","VANCOUVER","WA","98660","","PL0025630809","On-Net","Duplicate",""
"","6464 NORTH DECATUR BLVD","LAS VEGAS","NV","89131","","PL0000530174","On-Net","Duplicate",""
"","425 NORTH 530 WEST","OGDEN","UT","84404","","PL0035684466","On-Net","Duplicate",""
"","7575 E PRINCESS DR","SCOTTSDALE","AZ","85255","","PL0000837650","On-Net","Duplicate",""
"","1430 W LAKE ST","MINNEAPOLIS","MN","55408","","PL0003542014","On-Net","Duplicate",""
"","700 INTERNATIONAL WAY","SPRINGFIELD","OR","97477","","PL0001082872","On-Net","Duplicate",""
"","2520 N LINCOLN AVE","LOVELAND","CO","80538","","PL0003541725","On-Net","Duplicate",""
"","3601 EAST COLUMBIA STREET","TUCSON","AZ","85714","","PL0001083544","On-Net","Duplicate",""
"","14001 JETPORT LOOP","FORT MYERS","FL","33913","","PL0011422280","On-Net","Duplicate",""
"","4510 AIRPORT APPROACH ROAD","DULUTH","MN","55811","","PL0001082917","On-Net","Duplicate",""
"","395 HUGHES CENTER DR","LAS VEGAS","NV","89169","","PL0000504849","On-Net","Duplicate",""
"","180 N STETSON AVE","CHICAGO","IL","60601","","PL0000080732","On-Net","Duplicate",""
"","1780 W CHANDLER BLVD","CHANDLER","AZ","85224","","PL0003541659","On-Net","Duplicate",""
"","730 60TH STREET SOUTH","SAINT CLOUD","MN","56301","","PL0001084079","On-Net","Duplicate",""
"","800 FRANKLIN DRIVE","FRIDAY HARBOR","WA","98250","","PL0000985812","On-Net","Duplicate",""
"","316 E BRIDGER AVE","LAS VEGAS","NV","89101","","PL0000047604","On-Net","Duplicate",""
"","3015 78TH AVENUE EAST","TACOMA","WA","98424","","PL0007347092","On-Net","Duplicate",""
"","549 W HIGHLANDS RANCH PKWY","HIGHLANDS RANCH","CO","80129","","PL0003541738","On-Net","Duplicate",""
"","10201 UNIVERSITY AVE","CLIVE","IA","50325","","PL0000412653","On-Net","Duplicate",""
"","3867 RONALD REAGAN BOULEVARD","JOHNSTOWN","CO","80534","","PL0013871136","On-Net","Duplicate",""
"","4717 SHARON RD","CHARLOTTE","NC","28210","","PL0000138456","Off-Net","Duplicate",""
"","7929 ABERCORN ST","SAVANNAH","GA","31406","","PL0000545196","Off-Net","Duplicate",""
"","181 SLUDER ROAD","BELLEVUE","ID","83313","","PL0044306595","On-Net","Duplicate",""
"","2908 OAK LAKE BLVD","CHARLOTTE","NC","28208","","PL0000069505","Off-Net","Duplicate",""
"","2626 EAST 82ND STREET","BLOOMINGTON","MN","55425","","PL0000424888","On-Net","Duplicate",""
"","4401 EAST PRODUCER LANE","SIOUX FALLS","SD","57104","","PL0008288112","On-Net","Duplicate",""
"","8057 WEDGEWOOD LN N","MAPLE GROVE","MN","55369","","PL0003724862","On-Net","Duplicate",""
"","6000 W OSCEOLA PKWY","KISSIMMEE","FL","34746","","PL0000866879","On-Net","Duplicate",""
"","3391 COUGAR DRIVE","GRAND ISLAND","NE","68803","","PL0001083472","On-Net","Duplicate",""
"","6625 LENOX PARK","MEMPHIS","TN","38115","","PL0000014257","On-Net","Duplicate",""
"","4350 W VINE ST","KISSIMMEE","FL","34746","","PL0003542253","On-Net","Duplicate",""
"","100 NORTH 1200 WEST","OREM","UT","84057","","PL0001082633","On-Net","Duplicate",""
"","7569 GOLF COURSE BOULEVARD","PUNTA GORDA","FL","33982","","PL0003542257","On-Net","Duplicate",""
"","4551 AIRPORT RD","RIVERTON","WY","82501","","PL0003541699","On-Net","Duplicate",""
"","496 NORTH 1300 EAST","ST GEORGE","UT","84770","","PL0001083937","On-Net","Duplicate",""
"","6902 E GREENWAY PKWY","SCOTTSDALE","AZ","85254","","PL0000020155","On-Net","Duplicate",""
"","118 E JOHN CARPENTER FREEWAY","IRVING","TX","75062","","PL0000560683","Off-Net","Duplicate",""
"","1247 AVIATION WAY","COLORADO SPRINGS","CO","80916","","PL0013829790","On-Net","Duplicate",""
"","201 SOUTHWEST AIRPORT AVE","CORVALLIS","OR","97333","","PL0001082861","On-Net","Duplicate",""
"","4710 FOREST DR","COLUMBIA","SC","29206","","PL0000739301","Off-Net","Duplicate",""
"","750 NORTHEAST FAZIO WAY","PORTLAND","OR","97211","","PL0000540430","On-Net","Duplicate",""
"","2176 PORTLAND STREET","SAINT JOHNSBURY","VT","5819","","PL0001150844","Off-Net","Duplicate",""
"","1531 ELDRIDGE PKWY","HOUSTON","TX","77077","","PL0000275794","Off-Net","Duplicate",""
"","5070 EAST RAINES","MEMPHIS","TN","38118","","PL0001053186","Off-Net","Duplicate",""
"","9494 W NORTHERN AVE","GLENDALE","AZ","85305","","PL0000069174","On-Net","Duplicate",""
"","1310 NORTH 1ST ST","NORFOLK","NE","68701","","PL0003702146","On-Net","Duplicate",""
"","2160 N COIT RD","RICHARDSON","TX","75080","","PL0000049114","Off-Net","Duplicate",""
"","3200 CROSS STREET","EUGENE","OR","97402","","PL0001084498","On-Net","Duplicate",""
"","1520 AIRPORT BLVD","PENSACOLA","FL","32504","","PL0003542315","Off-Net","Duplicate",""
"","6115 CAPITAL BLVD","RALEIGH","NC","27616","","PL0001318468","Off-Net","Duplicate",""
"","11 S STEPHANIE ST","HENDERSON","NV","89012","","PL0000878145","On-Net","Duplicate",""
"","10620 COL GLENN ROAD","LITTLE ROCK","AR","72204","","PL0001082625","On-Net","Duplicate",""
"","8101 OLD CARRIAGE COURT","SHAKOPEE","MN","55379","","PL0000928933","On-Net","Duplicate",""
"","116 ANDOVER PARK EAST","TUKWILA","WA","98188","","PL0001190653","On-Net","Duplicate",""
"","9885 COLLIER BLVD","NAPLES","FL","34114","","PL0001579036","On-Net","Duplicate",""
"","300 EAST LAKE MEAD PKWY","HENDERSON","NV","89015","","PL0000365589","On-Net","Duplicate",""
"","2145 ALOMA AVE","WINTER PARK","FL","32792","","PL0003542307","On-Net","Duplicate",""
"","8000 DAYTONA ROAD","ALBUQUERQUE","NM","87121","","PL0003541637","On-Net","Duplicate",""
"","1550 COURT PL","DENVER","CO","80202","","PL0000502246","On-Net","Duplicate",""
"","14257 EAST EASTER AVENUE","CENTENNIAL","CO","80112","","PL0001084375","On-Net","Duplicate",""
"","5930 CORPORATE AVE","CYPRESS","CA","90630","","PL0000277810","Off-Net","Duplicate",""
"","1060 26TH PLACE NORTHWEST","OWATONNA","MN","55060","","PL0001082610","On-Net","Duplicate",""
"","2460 S 161ST ST","SEATAC","WA","98158","","PL0001326303","On-Net","Duplicate",""
"","165 SCHOOLHOUSE LOOP","KALISPELL","MT","59901","","PL0003541986","On-Net","Duplicate",""
"","130 W BROADWAY ST","MISSOULA","MT","59802","","PL0002465394","On-Net","Duplicate",""
"","9950 EAST 40TH AVENUE","DENVER","CO","80238","","PL0008288415","On-Net","Duplicate",""
"","212 N SULLIVAN RD","SPOKANE VALLEY","WA","99037","","PL0000610661","On-Net","Duplicate",""
"","10550 WESTHEIMER RD","HOUSTON","TX","77042","","PL0025470287","Off-Net","Duplicate",""
"","12121 WESTHEIMER RD","HOUSTON","TX","77077","","PL0000081060","Off-Net","Duplicate",""
"","207 W KENT STATION ST","KENT","WA","98032","","PL0002301814","On-Net","Duplicate",""
"","285 SW 60TH AVE","OCALA","FL","34474","","PL0001083298","On-Net","Duplicate",""
"","3950 CARTRIDGE LOOP","BISMARCK","ND","58504","","PL0002466158","On-Net","Duplicate",""
"","13003 W CENTER RD","OMAHA","NE","68144","","PL0000760933","On-Net","Duplicate",""
"","1485 RAIL HEAD BLVD","NAPLES","FL","34110","","PL0000085968","On-Net","Duplicate",""
"","671 MALL RING CIR","HENDERSON","NV","89014","","PL0000401706","On-Net","Duplicate",""
"","4601 N ELIZABETH ST","PUEBLO","CO","81008","","PL0001083303","On-Net","Duplicate",""
"","63245 JAMISON STREET","BEND","OR","97701","","PL0001083345","On-Net","Duplicate",""
"","1084 LEE RD","ORLANDO","FL","32810","","PL0000055463","On-Net","Duplicate",""
"","117 RESOURCE CENTER PKWY","BIRMINGHAM","AL","35242","","PL0000217137","Off-Net","Duplicate",""
"","3000 PEPSI WAY","AZTEC","NM","87410","","PL0001084283","On-Net","Duplicate",""
"","125 TROY HILL ROAD","COLORADO SPRINGS","CO","80916","","PL0005434106","On-Net","Duplicate",""
"","2450 KING AVE W","BILLINGS","MT","59102","","PL0003541993","On-Net","Duplicate",""
"","2807 MELVILLE RD","PRESCOTT","AZ","86301","","PL0037987440","On-Net","Duplicate",""
"","10141 WADSWORTH PKWY","WESTMINSTER","CO","80021","","PL0001082634","On-Net","Duplicate",""
"","2796 JUSTICE DRIVE","GRAND JUNCTION","CO","81506","","PL0003541709","On-Net","Duplicate",""
"","111 W HARBOR DR","SAN DIEGO","CA","92101","","PL0000018681","On-Net","Duplicate",""
"","7701 E KELLOGG DR","WICHITA","KS","67207","","PL0029797309","Off-Net","Duplicate",""
"","401 E BRASHER ROAD","ROSWELL","NM","88203","","PL0001083821","On-Net","Duplicate",""
"","400 N TAMPA ST","TAMPA","FL","33602","","PL0000038120","On-Net","Duplicate",""
"","1384 PORT DRIVE","CLARKSTON","WA","99403","","PL0001083589","On-Net","Duplicate",""
"","18157 CARSON CT NW","ELK RIVER","MN","55330","","PL0000944905","On-Net","Duplicate",""
"","7770 AIRPORT BLVD","MOBILE","AL","36608","","PL0001635428","Off-Net","Duplicate",""
"","7927 FOREST LANE","DALLAS","TX","75230","","PL0000560241","Off-Net","Duplicate",""
"","7130 Q STREET","OMAHA","NE","68117","","PL0000643102","On-Net","Duplicate",""
"","3260 GALLERIA CIRCLE","HOOVER","AL","35244","","PL0000224131","Off-Net","Duplicate",""
"","1220 GAIL GARDNER WAY","PRESCOTT","AZ","86305","","PL0001315243","On-Net","Duplicate",""
"","200 SOUTH MIAMI AVENUE","MIAMI","FL","33130","","PL0000904429","Off-Net","Duplicate",""
"","4525 TWIN RIVERS RD","NORTH PLATTE","NE","69101","","PL0008288397","On-Net","Duplicate",""
"","555 FEDERAL WAY","CENTRAL POINT","OR","97502","","PL0001084475","On-Net","Duplicate",""
"","2221 EAST OLIVE COURT","SPRINGFIELD","MO","65802","","PL0001083326","Off-Net","Duplicate",""
"","4801 NORTH STAR BOULEVARD","GREAT FALLS","MT","59405","","PL0001083477","On-Net","Duplicate",""
"","2325 AIR PARK WAY","MONTROSE","CO","81401","","PL0003541714","On-Net","Duplicate",""
"","19705 ROGERS DRIVE","ROGERS","MN","55374","","PL0008272593","On-Net","Duplicate",""
"","201 E WASHINGTON ST","PHOENIX","AZ","85004","","PL0000016717","On-Net","Duplicate",""
"","3840 CRATES WAY","THE DALLES","OR","97058","","PL0001084504","On-Net","Duplicate",""
"","5455 WADSWORTH BYPASS","ARVADA","CO","80002","","PL0001501906","On-Net","Duplicate",""
"","1980 HIGHLAND AVENUE EAST","TWIN FALLS","ID","83301","","PL0002462343","On-Net","Duplicate",""
"","1 LAKE AVE","COLORADO SPRINGS","CO","80906","","PL0000080458","On-Net","Duplicate",""
"","9219 GRAND AVENUE SOUTH","BLOOMINGTON","MN","55420","","PL0001082913","On-Net","Duplicate",""
"","1401 NW 46TH ST","SEATTLE","WA","98107","","PL0013342082","On-Net","Duplicate",""
"","5091 MORGANTON RD","FAYETTEVILLE","NC","28314","","PL0000348190","Off-Net","Duplicate",""
"","5420 JULIET BLVD","NAPLES","FL","34109","","PL0001578769","On-Net","Duplicate",""
"","900 SOUTH LAKE STREET","FARMINGTON","NM","87401","","PL0001083423","On-Net","Duplicate",""
"","2328 MONTCLAIR RD","LEESBURG","FL","34748","","PL0035652790","On-Net","Duplicate",""
"","9390 SHERIDAN BLVD","WESTMINSTER","CO","80031","","PL0003541742","On-Net","Duplicate",""
"","1375 NORTH HAYDEN ROAD","SCOTTSDALE","AZ","85257","","PL0000166512","On-Net","Duplicate",""
"","2700 ANNAPOLIS CIR N","PLYMOUTH","MN","55441","","PL0003542009","On-Net","Duplicate",""
"","1148 1st AVE N","BILLINGS","MT","59101","","PL0001082751","On-Net","Duplicate",""
"","271 N MILWAUKEE ST","BOISE","ID","83704","","PL0003541689","On-Net","Duplicate",""
"","1001 CASS ST","OMAHA","NE","68102","","PL0000376848","On-Net","Duplicate",""
"","1720 GARFIELD PLACE","MASON CITY","IA","50401","","PL0002462089","On-Net","Duplicate",""
"","20307 MOUNTAIN HWY E","SPANAWAY","WA","98387","","PL0001549264","On-Net","Duplicate",""
"","125 BASIN CREEK ROAD","BUTTE","MT","59701","","PL0001082814","On-Net","Duplicate",""
"","4545 1ST AVE SE","CEDAR RAPIDS","IA","52402","","PL0007855546","On-Net","Duplicate",""
"","8417 TRUCKER TRL","CHEYENNE","WY","82007","","PL0007916350","On-Net","Duplicate",""
"","16218 JACKSON CREEK PKWY","MONUMENT","CO","80132","","PL0001579227","On-Net","Duplicate",""
"","525 FLORIDA ST","BATON ROUGE","LA","70801","","PL0000628492","On-Net","Duplicate",""
"","15 S RIVER RD","ST GEORGE","UT","84790","","PL0001295895","On-Net","Duplicate",""
"","3216 70TH AVENUE EAST","FIFE","WA","98424","","PL0001083961","On-Net","Duplicate",""
"","1 NATIONWIDE PLAZA","COLUMBUS","OH","43215","","PL0000004582","On-Net","Duplicate",""
"","3545 QUEBEC ST","DENVER","CO","80207","","PL0003541736","On-Net","Duplicate",""
"","250 LOTTERY LANE","HINES","OR","97738","","PL0016666146","On-Net","Duplicate",""
"","3812 W 7800 S","WEST JORDAN","UT","84088","","PL0001696596","On-Net","Duplicate",""
"","750 NORTH FRANKLIN PARKWAY","NORTH SALT LAKE","UT","84054","","PL0012536274","On-Net","Duplicate",""
"","7685 E. 30TH STREET","YUMA","AZ","85365","","PL0003541653","On-Net","Duplicate",""
"","2303 WHITE BEAR AVE","MAPLEWOOD","MN","55109","","PL0001542246","On-Net","Duplicate",""
"","8150 N CORTARO RD","TUCSON","AZ","85743","","PL0000410278","On-Net","Duplicate",""
"","470 E. BRUNER AVE","HENDERSON","NV","89044","","PL0001167616","On-Net","Duplicate",""
"","8951 YOSEMITE STREET","HENDERSON","CO","80640","","PL0003541724","On-Net","Duplicate",""
"","2500 3RD AVE NW","WEST FARGO","ND","58078","","PL0007915823","On-Net","Duplicate",""
"","2135 MICHIGAN AVENUE","MOBILE","AL","36615","","PL0001082731","Off-Net","Duplicate",""
"","2760 EAST AIRPORT DRIVE","TUCSON","AZ","85756","","PL0001090832","On-Net","Duplicate",""
"","289 WEST 40TH STREET","YUMA","AZ","85365","","PL0007581854","On-Net","Duplicate",""
"","7200 ARROYO CROSSING PKWY","LAS VEGAS","NV","89113","","PL0000821623","On-Net","Duplicate",""
"","2929 E PLATTE AVE","FORT MORGAN","CO","80701","","PL0014241966","On-Net","Duplicate",""
"","204 SE PARK PLAZA DR","VANCOUVER","WA","98684","","PL0001016097","On-Net","Duplicate",""
"","395 AIRPORT ROAD","BELGRADE","MT","59714","","PL0003706450","On-Net","Duplicate",""
"","2200 E LOHMAN","LAS CRUCES","NM","88001","","PL0001496788","On-Net","Duplicate",""
"","3870 RONALD REAGAN BOULEVARD","JOHNSTOWN","CO","80534","","PL0001084379","On-Net","Duplicate",""
"","3456 MEYERS ROAD","MEMPHIS","TN","38108","","PL0000011563","On-Net","Duplicate",""
"","4125 MINNESOTA ST","ALEXANDRIA","MN","56308","","PL0002464446","On-Net","Duplicate",""
"","11325 UNIVERSITY BLVD","ORLANDO","FL","32817","","PL0001358318","Off-Net","Duplicate",""
"","1820 S POWER RD","MESA","AZ","85206","","PL0000771650","On-Net","Duplicate",""
"","13502 S HAMILTON VIEW RD","RIVERTON","UT","84065","","PL0001547290","On-Net","Duplicate",""
"","481 GREGG DRIVE","BUENA VISTA","CO","81211","","PL0011763016","On-Net","Duplicate",""
"","8450 REVERE LANE NORTH","MAPLE GROVE","MN","55369","","PL0003724864","On-Net","Duplicate",""
"","2000 WOODLANDS VILLAGE BLVD","FLAGSTAFF","AZ","86001","","PL0001082923","On-Net","Duplicate",""
"","141 JOSLIN WAY","TWIN FALLS","ID","83301","","PL0013829856","On-Net","Duplicate",""
"","1111 GREENE ST","COLUMBIA","SC","29201","","PL0000222314","Off-Net","Duplicate",""
"","3050 ECHO LAKE AVE","MAHTOMEDI","MN","55115","","PL0002438665","On-Net","Duplicate",""
"","585 N STATE STREET","LINDON","UT","84042","","PL0001551494","On-Net","Duplicate",""
"","175 E ALTAMONTE DRIVE","ALTAMONTE SPRINGS","FL","32701","","PL0000166371","On-Net","Duplicate",""
"","1842 S COMMONS","FEDERAL WAY","WA","98003","","PL0001383443","On-Net","Duplicate",""
"","515 NORTH HAVANA STREET","SPOKANE","WA","99202","","PL0001082879","On-Net","Duplicate",""
"","5350 E MARRIOTT DR","PHOENIX","AZ","85054","","PL0000374732","On-Net","Duplicate",""
"","350 W FAIRBANKS AVE","WINTER PARK","FL","32789","","PL0001363393","On-Net","Duplicate",""
"","1735 WEST 1ST STREET","SAFFORD","AZ","85546","","PL0003541651","On-Net","Duplicate",""
"","23000 N 7TH AVENUE","PHOENIX","AZ","85027","","PL0007581429","On-Net","Duplicate",""
"","1890 S 4TH AVE","YUMA","AZ","85364","","PL0003541654","On-Net","Duplicate",""
"","901 S MIAMI AVE","MIAMI","FL","33130","","PL0000601103","Off-Net","Duplicate",""
"","3605 HESPER ROAD","BILLINGS","MT","59102","","PL0003541992","On-Net","Duplicate",""
"","700 W MISSISSIPPI AVE","DENVER","CO","80223","","PL0000083601","On-Net","Duplicate",""
"","2002 SUNSET DRIVE","ROCK SPRINGS","WY","82901","","PL0003705628","On-Net","Duplicate",""
"","13869 W BELL RD","SURPRISE","AZ","85374","","PL0000829162","On-Net","Duplicate",""
"","3775 PIONEER AVENUE","DUPONT","WA","98327","","PL0003541435","On-Net","Duplicate",""
"","150 GREENHORN DRIVE","PUEBLO","CO","81004","","PL0003541718","On-Net","Duplicate",""
"","301 N GUADALUPE ST","SANTA FE","NM","87501","","PL0002369913","On-Net","Duplicate",""
"","1755 15TH STREET SW","MASON CITY","IA","50401","","PL0001083981","On-Net","Duplicate",""
"","2717 SOUTH COPPER PASSAGE","STEAMBOAT SPRINGS","CO","80487","","PL0003541728","On-Net","Duplicate",""
"","3777 CERRILLOS RD","SANTA FE","NM","87507","","PL0002257228","On-Net","Duplicate",""
"","8116 W BOWLES AVE","LITTLETON","CO","80123","","PL0003541739","On-Net","Duplicate",""
"","3070 FED EX WAY","YUMA","AZ","85365","","PL0001084145","On-Net","Duplicate",""
"","3607 W 10TH ST","GREELEY","CO","80634","","PL0003541726","On-Net","Duplicate",""
"","890 NEAPOLITAN WAY","NAPLES","FL","34103","","PL0001873744","On-Net","Duplicate",""
"","745 N US HIGHWAY 287","LAFAYETTE","CO","80026","","PL0001577745","On-Net","Duplicate",""
"","7000 WEST POST ROAD","LAS VEGAS","NV","89113","","PL0000755777","On-Net","Duplicate",""
"","1121 WEST CHEYENNE AVENUE","NORTH LAS VEGAS","NV","89030","","PL0001090869","On-Net","Duplicate",""
"","6700 N GAYLORD ROCKIES BLVD","AURORA","CO","80019","","PL0001870452","On-Net","Duplicate",""
"","475 NW 23RD AVE","PORTLAND","OR","97210","","PL0002492236","On-Net","Duplicate",""
"","660 S 1750 W","SPRINGVILLE","UT","84663","","PL0001551524","On-Net","Duplicate",""
"","W159S6530 MOORLAND RD","MUSKEGO","WI","53150","","PL0007865812","On-Net","Duplicate",""
"","9351 WILLOW COURT","HENDERSON","CO","80640","","PL0001083587","On-Net","Duplicate",""
"","209 S 72ND ST","OMAHA","NE","68114","","PL0000632051","On-Net","Duplicate",""
"","715 23 RD","GRAND JUNCTION","CO","81505","","PL0003541710","On-Net","Duplicate",""
"","1475 NORTH 73RD STREET","GRAND FORKS","ND","58203","","PL0003541999","On-Net","Duplicate",""
"","1810 FORT COURT","OMAHA","NE","68110","","PL0001083338","On-Net","Duplicate",""
"","2720 CENTRAL AVE SE","ALBUQUERQUE","NM","87106","","PL0007752542","On-Net","Duplicate",""
"","34737 EMERALD COAST PKWY","DESTIN","FL","32541","","PL0001705689","On-Net","Duplicate",""
